"activityID" "subject" "activityName"
"240" 1 19 "walking"
"241" 1 19 "walking"
"242" 1 11 "walking"
"243" 1 19 "walking"
"244" 1 1 "walking"
"245" 1 1 "walking"
"246" 1 1 "walking"
"247" 1 23 "walking"
"248" 1 23 "walking"
"249" 1 14 "walking"
"250" 1 26 "walking"
"251" 1 26 "walking"
"252" 1 1 "walking"
"253" 1 14 "walking"
"254" 1 1 "walking"
"255" 1 15 "walking"
"256" 1 15 "walking"
"257" 1 23 "walking"
"258" 1 23 "walking"
"259" 1 26 "walking"
"260" 1 26 "walking"
"261" 1 19 "walking"
"262" 1 22 "walking"
"263" 1 21 "walking"
"264" 1 23 "walking"
"265" 1 8 "walking"
"266" 1 14 "walking"
"267" 1 21 "walking"
"268" 1 21 "walking"
"269" 1 21 "walking"
"270" 1 7 "walking"
"271" 1 7 "walking"
"272" 1 7 "walking"
"273" 1 7 "walking"
"274" 1 21 "walking"
"275" 1 25 "walking"
"276" 1 25 "walking"
"277" 1 25 "walking"
"278" 1 25 "walking"
"279" 1 25 "walking"
"280" 1 25 "walking"
"281" 1 25 "walking"
"282" 1 25 "walking"
"283" 1 25 "walking"
"284" 1 25 "walking"
"285" 1 25 "walking"
"286" 1 23 "walking"
"287" 1 1 "walking"
"288" 1 1 "walking"
"289" 1 7 "walking"
"290" 1 14 "walking"
"291" 1 8 "walking"
"292" 1 1 "walking"
"293" 1 7 "walking"
"294" 1 15 "walking"
"295" 1 7 "walking"
"296" 1 7 "walking"
"297" 1 1 "walking"
"298" 1 26 "walking"
"299" 1 1 "walking"
"300" 1 3 "walking"
"301" 1 26 "walking"
"302" 1 22 "walking"
"303" 1 13 "walking"
"304" 1 21 "walking"
"305" 1 7 "walking"
"306" 1 22 "walking"
"307" 1 22 "walking"
"308" 1 22 "walking"
"309" 1 21 "walking"
"310" 1 21 "walking"
"311" 1 21 "walking"
"312" 1 21 "walking"
"313" 1 21 "walking"
"314" 1 21 "walking"
"315" 1 21 "walking"
"316" 1 21 "walking"
"317" 1 21 "walking"
"318" 1 21 "walking"
"319" 1 14 "walking"
"320" 1 14 "walking"
"321" 1 10 "walking"
"322" 1 14 "walking"
"323" 1 14 "walking"
"324" 1 14 "walking"
"325" 1 26 "walking"
"326" 1 26 "walking"
"327" 1 23 "walking"
"328" 1 5 "walking"
"329" 1 1 "walking"
"330" 1 7 "walking"
"331" 1 8 "walking"
"332" 1 14 "walking"
"333" 1 15 "walking"
"334" 1 28 "walking"
"335" 1 18 "walking"
"336" 1 18 "walking"
"337" 1 15 "walking"
"338" 1 15 "walking"
"339" 1 3 "walking"
"340" 1 22 "walking"
"341" 1 20 "walking"
"342" 1 7 "walking"
"343" 1 7 "walking"
"344" 1 8 "walking"
"345" 1 22 "walking"
"346" 1 26 "walking"
"347" 1 2 "walking"
"348" 1 2 "walking"
"349" 1 2 "walking"
"350" 1 22 "walking"
"351" 1 22 "walking"
"352" 1 2 "walking"
"353" 1 27 "walking"
"354" 1 27 "walking"
"355" 1 27 "walking"
"356" 1 27 "walking"
"357" 1 2 "walking"
"358" 1 2 "walking"
"359" 1 2 "walking"
"360" 1 2 "walking"
"361" 1 2 "walking"
"362" 1 2 "walking"
"363" 1 19 "walking"
"364" 1 2 "walking"
"365" 1 6 "walking"
"366" 1 6 "walking"
"367" 1 6 "walking"
"368" 1 6 "walking"
"369" 1 5 "walking"
"370" 1 1 "walking"
"371" 1 14 "walking"
"372" 1 3 "walking"
"373" 1 1 "walking"
"374" 1 14 "walking"
"375" 1 14 "walking"
"376" 1 14 "walking"
"377" 1 18 "walking"
"378" 1 18 "walking"
"379" 1 18 "walking"
"380" 1 3 "walking"
"381" 1 22 "walking"
"382" 1 15 "walking"
"383" 1 15 "walking"
"384" 1 22 "walking"
"385" 1 15 "walking"
"386" 1 21 "walking"
"387" 1 5 "walking"
"388" 1 14 "walking"
"389" 1 14 "walking"
"390" 1 14 "walking"
"391" 1 21 "walking"
"392" 1 21 "walking"
"393" 1 21 "walking"
"394" 1 21 "walking"
"395" 1 24 "walking"
"396" 1 25 "walking"
"397" 1 18 "walking"
"398" 1 18 "walking"
"399" 1 18 "walking"
"400" 1 18 "walking"
"401" 1 18 "walking"
"402" 1 18 "walking"
"403" 1 18 "walking"
"404" 1 18 "walking"
"405" 1 18 "walking"
"406" 1 18 "walking"
"407" 1 18 "walking"
"408" 1 18 "walking"
"409" 1 29 "walking"
"410" 1 23 "walking"
"411" 1 23 "walking"
"412" 1 14 "walking"
"413" 1 15 "walking"
"414" 1 15 "walking"
"415" 1 7 "walking"
"416" 1 7 "walking"
"417" 1 3 "walking"
"418" 1 3 "walking"
"419" 1 3 "walking"
"420" 1 15 "walking"
"421" 1 3 "walking"
"422" 1 20 "walking"
"423" 1 18 "walking"
"424" 1 15 "walking"
"425" 1 7 "walking"
"426" 1 7 "walking"
"427" 1 7 "walking"
"428" 1 7 "walking"
"429" 1 6 "walking"
"430" 1 22 "walking"
"431" 1 22 "walking"
"432" 1 22 "walking"
"433" 1 22 "walking"
"434" 1 22 "walking"
"435" 1 22 "walking"
"436" 1 22 "walking"
"437" 1 22 "walking"
"438" 1 22 "walking"
"439" 1 14 "walking"
"440" 1 10 "walking"
"441" 1 14 "walking"
"442" 1 10 "walking"
"443" 1 10 "walking"
"444" 1 10 "walking"
"445" 1 1 "walking"
"446" 1 1 "walking"
"447" 1 1 "walking"
"448" 1 14 "walking"
"449" 1 23 "walking"
"450" 1 29 "walking"
"451" 1 29 "walking"
"452" 1 1 "walking"
"453" 1 26 "walking"
"454" 1 28 "walking"
"455" 1 16 "walking"
"456" 1 16 "walking"
"457" 1 16 "walking"
"458" 1 16 "walking"
"459" 1 16 "walking"
"460" 1 20 "walking"
"461" 1 15 "walking"
"462" 1 18 "walking"
"463" 1 18 "walking"
"464" 1 18 "walking"
"465" 1 7 "walking"
"466" 1 18 "walking"
"467" 1 22 "walking"
"468" 1 22 "walking"
"469" 1 22 "walking"
"470" 1 22 "walking"
"471" 1 18 "walking"
"472" 1 18 "walking"
"473" 1 22 "walking"
"474" 1 22 "walking"
"475" 1 23 "walking"
"476" 1 23 "walking"
"477" 1 23 "walking"
"478" 1 23 "walking"
"479" 1 22 "walking"
"480" 1 22 "walking"
"481" 1 19 "walking"
"482" 1 19 "walking"
"483" 1 22 "walking"
"484" 1 2 "walking"
"485" 1 14 "walking"
"486" 1 1 "walking"
"487" 1 25 "walking"
"488" 1 25 "walking"
"489" 1 25 "walking"
"490" 1 15 "walking"
"491" 1 15 "walking"
"492" 1 15 "walking"
"493" 1 25 "walking"
"494" 1 1 "walking"
"495" 1 1 "walking"
"496" 1 21 "walking"
"497" 1 21 "walking"
"498" 1 21 "walking"
"499" 1 21 "walking"
"500" 1 12 "walking"
"501" 1 20 "walking"
"502" 1 7 "walking"
"503" 1 7 "walking"
"504" 1 18 "walking"
"505" 1 18 "walking"
"506" 1 21 "walking"
"507" 1 14 "walking"
"508" 1 25 "walking"
"509" 1 25 "walking"
"510" 1 25 "walking"
"511" 1 25 "walking"
"512" 1 14 "walking"
"513" 1 25 "walking"
"514" 1 25 "walking"
"515" 1 25 "walking"
"516" 1 25 "walking"
"517" 1 18 "walking"
"518" 1 2 "walking"
"519" 1 2 "walking"
"520" 1 2 "walking"
"521" 1 23 "walking"
"522" 1 2 "walking"
"523" 1 2 "walking"
"524" 1 23 "walking"
"525" 1 23 "walking"
"526" 1 23 "walking"
"527" 1 26 "walking"
"528" 1 26 "walking"
"529" 1 26 "walking"
"530" 1 25 "walking"
"531" 1 25 "walking"
"532" 1 25 "walking"
"533" 1 5 "walking"
"534" 1 5 "walking"
"535" 1 5 "walking"
"536" 1 3 "walking"
"537" 1 5 "walking"
"538" 1 5 "walking"
"539" 1 5 "walking"
"540" 1 5 "walking"
"541" 1 18 "walking"
"542" 1 19 "walking"
"543" 1 19 "walking"
"544" 1 26 "walking"
"545" 1 26 "walking"
"546" 1 26 "walking"
"547" 1 26 "walking"
"548" 1 26 "walking"
"549" 1 26 "walking"
"550" 1 7 "walking"
"551" 1 7 "walking"
"552" 1 7 "walking"
"553" 1 15 "walking"
"554" 1 15 "walking"
"555" 1 15 "walking"
"556" 1 10 "walking"
"557" 1 10 "walking"
"558" 1 10 "walking"
"559" 1 10 "walking"
"560" 1 10 "walking"
"561" 1 6 "walking"
"562" 1 10 "walking"
"563" 1 6 "walking"
"564" 1 1 "walking"
"565" 1 1 "walking"
"566" 1 10 "walking"
"567" 1 10 "walking"
"568" 1 10 "walking"
"569" 1 1 "walking"
"570" 1 18 "walking"
"571" 1 18 "walking"
"572" 1 18 "walking"
"573" 1 14 "walking"
"574" 1 8 "walking"
"575" 1 1 "walking"
"576" 1 18 "walking"
"577" 1 18 "walking"
"578" 1 6 "walking"
"579" 1 28 "walking"
"580" 1 28 "walking"
"581" 1 19 "walking"
"582" 1 12 "walking"
"583" 1 16 "walking"
"584" 1 16 "walking"
"585" 1 16 "walking"
"586" 1 16 "walking"
"587" 1 16 "walking"
"588" 1 18 "walking"
"589" 1 18 "walking"
"590" 1 18 "walking"
"591" 1 18 "walking"
"592" 1 15 "walking"
"593" 1 15 "walking"
"594" 1 18 "walking"
"595" 1 18 "walking"
"596" 1 18 "walking"
"597" 1 18 "walking"
"598" 1 18 "walking"
"599" 1 18 "walking"
"600" 1 18 "walking"
"601" 1 18 "walking"
"602" 1 8 "walking"
"603" 1 8 "walking"
"604" 1 13 "walking"
"605" 1 14 "walking"
"606" 1 5 "walking"
"607" 1 5 "walking"
"608" 1 5 "walking"
"609" 1 5 "walking"
"610" 1 5 "walking"
"611" 1 5 "walking"
"612" 1 5 "walking"
"613" 1 5 "walking"
"614" 1 5 "walking"
"615" 1 25 "walking"
"616" 1 25 "walking"
"617" 1 1 "walking"
"618" 1 1 "walking"
"619" 1 1 "walking"
"620" 1 25 "walking"
"621" 1 28 "walking"
"622" 1 21 "walking"
"623" 1 21 "walking"
"624" 1 21 "walking"
"625" 1 7 "walking"
"626" 1 7 "walking"
"627" 1 14 "walking"
"628" 1 25 "walking"
"629" 1 5 "walking"
"630" 1 16 "walking"
"631" 1 16 "walking"
"632" 1 16 "walking"
"633" 1 25 "walking"
"634" 1 25 "walking"
"635" 1 2 "walking"
"636" 1 2 "walking"
"637" 1 2 "walking"
"638" 1 2 "walking"
"639" 1 23 "walking"
"640" 1 23 "walking"
"641" 1 23 "walking"
"642" 1 28 "walking"
"643" 1 23 "walking"
"644" 1 23 "walking"
"645" 1 28 "walking"
"646" 1 28 "walking"
"647" 1 28 "walking"
"648" 1 23 "walking"
"649" 1 15 "walking"
"650" 1 15 "walking"
"651" 1 15 "walking"
"652" 1 15 "walking"
"653" 1 25 "walking"
"654" 1 25 "walking"
"655" 1 25 "walking"
"656" 1 25 "walking"
"657" 1 5 "walking"
"658" 1 3 "walking"
"659" 1 3 "walking"
"660" 1 19 "walking"
"661" 1 19 "walking"
"662" 1 18 "walking"
"663" 1 18 "walking"
"664" 1 18 "walking"
"665" 1 21 "walking"
"666" 1 21 "walking"
"667" 1 21 "walking"
"668" 1 21 "walking"
"669" 1 21 "walking"
"670" 1 21 "walking"
"671" 1 26 "walking"
"672" 1 26 "walking"
"673" 1 6 "walking"
"674" 1 6 "walking"
"675" 1 6 "walking"
"676" 1 6 "walking"
"677" 1 6 "walking"
"678" 1 6 "walking"
"679" 1 6 "walking"
"680" 1 6 "walking"
"681" 1 6 "walking"
"682" 1 1 "walking"
"683" 1 1 "walking"
"684" 1 1 "walking"
"685" 1 6 "walking"
"686" 1 6 "walking"
"687" 1 1 "walking"
"688" 1 1 "walking"
"689" 1 1 "walking"
"690" 1 10 "walking"
"691" 1 14 "walking"
"692" 1 14 "walking"
"693" 1 14 "walking"
"694" 1 26 "walking"
"695" 1 1 "walking"
"696" 1 8 "walking"
"697" 1 8 "walking"
"698" 1 1 "walking"
"699" 1 17 "walking"
"700" 1 17 "walking"
"701" 1 17 "walking"
"702" 1 17 "walking"
"703" 1 28 "walking"
"704" 1 28 "walking"
"705" 1 28 "walking"
"706" 1 28 "walking"
"707" 1 28 "walking"
"708" 1 28 "walking"
"709" 1 16 "walking"
"710" 1 15 "walking"
"711" 1 15 "walking"
"712" 1 15 "walking"
"713" 1 20 "walking"
"714" 1 20 "walking"
"715" 1 15 "walking"
"716" 1 15 "walking"
"717" 1 2 "walking"
"718" 1 2 "walking"
"719" 1 2 "walking"
"720" 1 2 "walking"
"721" 1 22 "walking"
"722" 1 15 "walking"
"723" 1 1 "walking"
"724" 1 27 "walking"
"725" 1 27 "walking"
"726" 1 27 "walking"
"727" 1 27 "walking"
"728" 1 30 "walking"
"729" 1 2 "walking"
"730" 1 2 "walking"
"731" 1 2 "walking"
"732" 1 2 "walking"
"733" 1 2 "walking"
"734" 1 2 "walking"
"735" 1 2 "walking"
"736" 1 29 "walking"
"737" 1 25 "walking"
"738" 1 25 "walking"
"739" 1 25 "walking"
"740" 1 25 "walking"
"741" 1 25 "walking"
"742" 1 25 "walking"
"743" 1 2 "walking"
"744" 1 25 "walking"
"745" 1 14 "walking"
"746" 1 21 "walking"
"747" 1 21 "walking"
"748" 1 25 "walking"
"749" 1 5 "walking"
"750" 1 29 "walking"
"751" 1 29 "walking"
"752" 1 29 "walking"
"753" 1 29 "walking"
"754" 1 29 "walking"
"755" 1 29 "walking"
"756" 1 29 "walking"
"757" 1 29 "walking"
"758" 1 29 "walking"
"759" 1 24 "walking"
"760" 1 5 "walking"
"761" 1 5 "walking"
"762" 1 5 "walking"
"763" 1 16 "walking"
"764" 1 28 "walking"
"765" 1 28 "walking"
"766" 1 16 "walking"
"767" 1 16 "walking"
"768" 1 16 "walking"
"769" 1 28 "walking"
"770" 1 28 "walking"
"771" 1 28 "walking"
"772" 1 28 "walking"
"773" 1 20 "walking"
"774" 1 20 "walking"
"775" 1 20 "walking"
"776" 1 18 "walking"
"777" 1 18 "walking"
"778" 1 25 "walking"
"779" 1 5 "walking"
"780" 1 18 "walking"
"781" 1 18 "walking"
"782" 1 18 "walking"
"783" 1 21 "walking"
"784" 1 21 "walking"
"785" 1 21 "walking"
"786" 1 13 "walking"
"787" 1 13 "walking"
"788" 1 13 "walking"
"789" 1 13 "walking"
"790" 1 13 "walking"
"791" 1 13 "walking"
"792" 1 25 "walking"
"793" 1 25 "walking"
"794" 1 10 "walking"
"795" 1 10 "walking"
"796" 1 10 "walking"
"797" 1 10 "walking"
"798" 1 10 "walking"
"799" 1 1 "walking"
"800" 1 1 "walking"
"801" 1 1 "walking"
"802" 1 1 "walking"
"803" 1 8 "walking"
"804" 1 8 "walking"
"805" 1 8 "walking"
"806" 1 1 "walking"
"807" 1 28 "walking"
"808" 1 28 "walking"
"809" 1 28 "walking"
"810" 1 21 "walking"
"811" 1 6 "walking"
"812" 1 10 "walking"
"813" 1 10 "walking"
"814" 1 26 "walking"
"815" 1 8 "walking"
"816" 1 8 "walking"
"817" 1 6 "walking"
"818" 1 6 "walking"
"819" 1 6 "walking"
"820" 1 6 "walking"
"821" 1 24 "walking"
"822" 1 24 "walking"
"823" 1 24 "walking"
"824" 1 17 "walking"
"825" 1 17 "walking"
"826" 1 17 "walking"
"827" 1 17 "walking"
"828" 1 17 "walking"
"829" 1 17 "walking"
"830" 1 28 "walking"
"831" 1 28 "walking"
"832" 1 28 "walking"
"833" 1 20 "walking"
"834" 1 17 "walking"
"835" 1 17 "walking"
"836" 1 20 "walking"
"837" 1 20 "walking"
"838" 1 15 "walking"
"839" 1 22 "walking"
"840" 1 22 "walking"
"841" 1 22 "walking"
"842" 1 20 "walking"
"843" 1 24 "walking"
"844" 1 24 "walking"
"845" 1 22 "walking"
"846" 1 22 "walking"
"847" 1 1 "walking"
"848" 1 1 "walking"
"849" 1 1 "walking"
"850" 1 1 "walking"
"851" 1 12 "walking"
"852" 1 8 "walking"
"853" 1 8 "walking"
"854" 1 8 "walking"
"855" 1 8 "walking"
"856" 1 8 "walking"
"857" 1 9 "walking"
"858" 1 5 "walking"
"859" 1 25 "walking"
"860" 1 2 "walking"
"861" 1 2 "walking"
"862" 1 2 "walking"
"863" 1 2 "walking"
"864" 1 29 "walking"
"865" 1 29 "walking"
"866" 1 2 "walking"
"867" 1 14 "walking"
"868" 1 14 "walking"
"869" 1 2 "walking"
"870" 1 2 "walking"
"871" 1 2 "walking"
"872" 1 2 "walking"
"873" 1 2 "walking"
"874" 1 2 "walking"
"875" 1 2 "walking"
"876" 1 2 "walking"
"877" 1 2 "walking"
"878" 1 16 "walking"
"879" 1 25 "walking"
"880" 1 25 "walking"
"881" 1 25 "walking"
"882" 1 16 "walking"
"883" 1 16 "walking"
"884" 1 9 "walking"
"885" 1 16 "walking"
"886" 1 16 "walking"
"887" 1 24 "walking"
"888" 1 24 "walking"
"889" 1 24 "walking"
"890" 1 16 "walking"
"891" 1 7 "walking"
"892" 1 7 "walking"
"893" 1 7 "walking"
"894" 1 11 "walking"
"895" 1 11 "walking"
"896" 1 11 "walking"
"897" 1 11 "walking"
"898" 1 11 "walking"
"899" 1 18 "walking"
"900" 1 23 "walking"
"901" 1 19 "walking"
"902" 1 19 "walking"
"903" 1 21 "walking"
"904" 1 20 "walking"
"905" 1 20 "walking"
"906" 1 20 "walking"
"907" 1 26 "walking"
"908" 1 11 "walking"
"909" 1 11 "walking"
"910" 1 11 "walking"
"911" 1 11 "walking"
"912" 1 11 "walking"
"913" 1 11 "walking"
"914" 1 11 "walking"
"915" 1 29 "walking"
"916" 1 29 "walking"
"917" 1 26 "walking"
"918" 1 29 "walking"
"919" 1 29 "walking"
"920" 1 29 "walking"
"921" 1 29 "walking"
"922" 1 29 "walking"
"923" 1 29 "walking"
"924" 1 29 "walking"
"925" 1 29 "walking"
"926" 1 6 "walking"
"927" 1 6 "walking"
"928" 1 8 "walking"
"929" 1 8 "walking"
"930" 1 8 "walking"
"931" 1 28 "walking"
"932" 1 30 "walking"
"933" 1 10 "walking"
"934" 1 28 "walking"
"935" 1 28 "walking"
"936" 1 10 "walking"
"937" 1 6 "walking"
"938" 1 8 "walking"
"939" 1 3 "walking"
"940" 1 3 "walking"
"941" 1 3 "walking"
"942" 1 3 "walking"
"943" 1 3 "walking"
"944" 1 3 "walking"
"945" 1 24 "walking"
"946" 1 24 "walking"
"947" 1 24 "walking"
"948" 1 24 "walking"
"949" 1 24 "walking"
"950" 1 24 "walking"
"951" 1 17 "walking"
"952" 1 17 "walking"
"953" 1 17 "walking"
"954" 1 17 "walking"
"955" 1 13 "walking"
"956" 1 13 "walking"
"957" 1 1 "walking"
"958" 1 1 "walking"
"959" 1 20 "walking"
"960" 1 20 "walking"
"961" 1 20 "walking"
"962" 1 20 "walking"
"963" 1 15 "walking"
"964" 1 15 "walking"
"965" 1 1 "walking"
"966" 1 24 "walking"
"967" 1 24 "walking"
"968" 1 8 "walking"
"969" 1 8 "walking"
"970" 1 8 "walking"
"971" 1 8 "walking"
"972" 1 8 "walking"
"973" 1 30 "walking"
"974" 1 30 "walking"
"975" 1 30 "walking"
"976" 1 30 "walking"
"977" 1 30 "walking"
"978" 1 6 "walking"
"979" 1 11 "walking"
"980" 1 29 "walking"
"981" 1 29 "walking"
"982" 1 29 "walking"
"983" 1 29 "walking"
"984" 1 2 "walking"
"985" 1 5 "walking"
"986" 1 5 "walking"
"987" 1 29 "walking"
"988" 1 25 "walking"
"989" 1 25 "walking"
"990" 1 5 "walking"
"991" 1 5 "walking"
"992" 1 16 "walking"
"993" 1 16 "walking"
"994" 1 12 "walking"
"995" 1 12 "walking"
"996" 1 12 "walking"
"997" 1 16 "walking"
"998" 1 16 "walking"
"999" 1 24 "walking"
"1000" 1 24 "walking"
"1001" 1 24 "walking"
"1002" 1 24 "walking"
"1003" 1 24 "walking"
"1004" 1 9 "walking"
"1005" 1 3 "walking"
"1006" 1 9 "walking"
"1007" 1 9 "walking"
"1008" 1 3 "walking"
"1009" 1 3 "walking"
"1010" 1 3 "walking"
"1011" 1 24 "walking"
"1012" 1 16 "walking"
"1013" 1 16 "walking"
"1014" 1 16 "walking"
"1015" 1 16 "walking"
"1016" 1 16 "walking"
"1017" 1 1 "walking"
"1018" 1 1 "walking"
"1019" 1 1 "walking"
"1020" 1 1 "walking"
"1021" 1 18 "walking"
"1022" 1 18 "walking"
"1023" 1 20 "walking"
"1024" 1 20 "walking"
"1025" 1 1 "walking"
"1026" 1 1 "walking"
"1027" 1 1 "walking"
"1028" 1 1 "walking"
"1029" 1 1 "walking"
"1030" 1 1 "walking"
"1031" 1 1 "walking"
"1032" 1 1 "walking"
"1033" 1 1 "walking"
"1034" 1 1 "walking"
"1035" 1 1 "walking"
"1036" 1 1 "walking"
"1037" 1 1 "walking"
"1038" 1 1 "walking"
"1039" 1 1 "walking"
"1040" 1 1 "walking"
"1041" 1 1 "walking"
"1042" 1 4 "walking"
"1043" 1 4 "walking"
"1044" 1 4 "walking"
"1045" 1 4 "walking"
"1046" 1 4 "walking"
"1047" 1 4 "walking"
"1048" 1 4 "walking"
"1049" 1 30 "walking"
"1050" 1 30 "walking"
"1051" 1 30 "walking"
"1052" 1 8 "walking"
"1053" 1 13 "walking"
"1054" 1 30 "walking"
"1055" 1 29 "walking"
"1056" 1 30 "walking"
"1057" 1 6 "walking"
"1058" 1 30 "walking"
"1059" 1 30 "walking"
"1060" 1 30 "walking"
"1061" 1 30 "walking"
"1062" 1 30 "walking"
"1063" 1 28 "walking"
"1064" 1 28 "walking"
"1065" 1 20 "walking"
"1066" 1 3 "walking"
"1067" 1 3 "walking"
"1068" 1 3 "walking"
"1069" 1 3 "walking"
